prop_price,prop_title,prop_location,prop_size,number_room
"5,000",Residential Land,"Ibri, Al Dhahirah",669 Sq. M.,not available
"455,000",Villa,"The Wave (Almouj), Muscat",525 Sq. M.,3
"22,000",Residential Land,"Al Duqum, Al Wusta",648 Sq. M.,not available
"18,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"68,137",Apartment,"Ghala, Muscat",100 Sq. M.,1
"32,500",Apartment,"Al Duqum, Al Wusta",66 Sq. M.,1
"22,000",Residential Land,"Sohar, Al Batinah",300 Sq. M.,not available
"195,000",Residential Land,"Bosher, Muscat",975 Sq. M.,not available
"77,000",Residential Land,"Bosher, Muscat",600 Sq. M.,not available
"40,000",Residential Land,"Mutrah, Muscat","1,000 Sq. M.",not available
"270,000",Villa,"Al Seeb, Muscat",745 Sq. M.,6
"30,000",Residential Land,"Al Khaboura, Al Batinah","4,250 Sq. M.",not available
"110,000",Residential Land,"Sumail, Al Dakhiliya","5,370 Sq. M.",not available
"19,500",Residential Land,"Al Masn'a, Al Batinah",288 Sq. M.,not available
"47,000",Apartment,"Bosher, Muscat",100 Sq. M.,2
"24,000",Residential Land,"Ibri, Al Dhahirah",300 Sq. M.,not available
"79,500",Residential Land,"Barka, Al Batinah","1,289 Sq. M.",not available
"77,377",Apartment,"Ghala, Muscat",122 Sq. M.,2
"18,000",Chalet,"Adam, Al Dakhiliya",750 Sq. M.,3
"25,000",Residential Land,"Al Amarat, Muscat",398 Sq. M.,not available
"25,000",Apartment,"Al Duqum, Al Wusta",35 Sq. M.,1
"241,000",Villa,"Muscat Hills, Muscat",338 Sq. M.,4
"30,000",Villa,"Suwaiq, Al Batinah",220 Sq. M.,5
"215,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"410,000",Villa,"Muscat Hills, Muscat",376 Sq. M.,5
"34,000",Residential Land,"Sumail, Al Dakhiliya","1,220 Sq. M.",not available
"88,000",Villa,"Barka, Al Batinah",680 Sq. M.,7
"195,000",Villa,"The Wave (Almouj), Muscat",175 Sq. M.,3
"77,015",Apartment,"Muscat Hills, Muscat",108 Sq. M.,1
"14,000",Residential Land,"Shinas, Al Batinah",768 Sq. M.,not available
"300,000",Villa,"The Wave (Almouj), Muscat",247 Sq. M.,3
"125,000",Apartment,"Al Sifah, Muscat",129 Sq. M.,2
"76,000",Villa,"Al Maabilah, Muscat",350 Sq. M.,4
"45,000",Apartment,"Al Sifah, Muscat",52 Sq. M.,1
"14,200",Residential Land,"Al Rustaq, Al Batinah",600 Sq. M.,not available
"1,406,000",Villa,"The Wave (Almouj), Muscat","1,001 Sq. M.",6
"15,000",Residential Land,"Al Mawaleh, Muscat",841 Sq. M.,not available
"37,000",Villa,"Muscat - Other, Muscat",250 Sq. M.,5
"79,000",Villa,"Barka, Al Batinah",517 Sq. M.,6
"180,000",Villa,"Al Khoud, Muscat",412 Sq. M.,5
"70,000",Villa,"Al Maabilah, Muscat",294 Sq. M.,3
"7,000",Residential Land,"Al Masn'a, Al Batinah",600 Sq. M.,not available
"45,000",Apartment,"Al Duqum, Al Wusta",96 Sq. M.,2
"264,216",Villa,"Salalah, Dhofar",970 Sq. M.,3
"53,500",Apartment,"Al Sifah, Muscat",64 Sq. M.,1
"53,000",Apartment,"Al Sifah, Muscat",64 Sq. M.,1
"29,000",Apartment,"Al Duqum, Al Wusta",48 Sq. M.,1
"83,461",Apartment,"Muscat Hills, Muscat",132 Sq. M.,2
"66,147",Apartment,"Muscat Hills, Muscat",100 Sq. M.,1
"63,281",Apartment,"Muscat Hills, Muscat",70 Sq. M.,1
"15,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"1,000,000",Residential Land,"Ghala, Muscat","4,778 Sq. M.",not available
"25,000",Residential Land,"Sur, Al Sharqiya",500 Sq. M.,not available
"16,000",Residential Land,"Al Masn'a, Al Batinah",585 Sq. M.,not available
"89,000",Villa,"Al Maabilah, Muscat",365 Sq. M.,5
"77,000",Residential Land,"Sur, Al Sharqiya",750 Sq. M.,not available
"1,406,000",Villa,"The Wave (Almouj), Muscat","1,003 Sq. M.",6
"145,000",Apartment,"Al Sifah, Muscat",162 Sq. M.,3
"17,500",Residential Land,"Sur, Al Sharqiya",649 Sq. M.,not available
"8,000",Residential Land,"Shinas, Al Batinah",600 Sq. M.,not available
"3,850",Residential Land,"Sohar, Al Batinah",600 Sq. M.,not available
460,Residential Land,"Misfah, Muscat","80,000 Sq. M.",not available
"10,000",Residential Land,"Al Amarat, Muscat",627 Sq. M.,not available
"7,000",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"15,000",Residential Land,"Saham, Al Batinah",700 Sq. M.,not available
"950,000",Apartment,"The Wave (Almouj), Muscat",755 Sq. M.,4
"140,000",Villa,"Al Hail, Muscat",911 Sq. M.,4
"65,000",Villa,"Al Seeb, Muscat",284 Sq. M.,4
"17,000",Apartment,"Salalah, Dhofar",50 Sq. M.,1
"15,000",Residential Land,"Suwaiq, Al Batinah",611 Sq. M.,not available
"71,000",Villa,"Al Maabilah, Muscat",360 Sq. M.,5
"5,500",Residential Land,"Al Qabil, Al Sharqiya","1,108 Sq. M.",not available
"49,000",Villa,"Barka, Al Batinah",237 Sq. M.,3
"45,000",Villa,"Barka, Al Batinah",313 Sq. M.,4
"170,000",Villa,"Al Khuwair, Muscat",376 Sq. M.,6
"50,000",Villa,"Shinas, Al Batinah",270 Sq. M.,5
110,Residential Land,"Al Maabilah, Muscat",400 Sq. M.,not available
"130,000",Villa,"Al Khuwair, Muscat",440 Sq. M.,7
"90,000",Villa,"Misfah, Muscat",312 Sq. M.,5
"60,000",Residential Land,"Al Maabilah, Muscat",600 Sq. M.,not available
"95,000",Villa,"Al Khuwair, Muscat",336 Sq. M.,5
"1,111,111",Apartment,"The Wave (Almouj), Muscat",10 Sq. M.,1
"200,000",Residential Land,"Al Masn'a, Al Batinah","27,051 Sq. M.",not available
"20,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"9,800",Residential Land,"Al Duqum, Al Wusta",600 Sq. M.,not available
"9,800",Residential Land,"Al Duqum, Al Wusta",600 Sq. M.,not available
"25,500",Residential Land,"Al Rusayl, Muscat",324 Sq. M.,not available
"130,000",Villa,"Ansab, Muscat",450 Sq. M.,11
"8,500",Residential Land,"Al Khaboura, Al Batinah",627 Sq. M.,not available
"3,500",Residential Land,"Suwaiq, Al Batinah",640 Sq. M.,not available
"129,000",Apartment,"The Wave (Almouj), Muscat",130 Sq. M.,2
"26,000",Villa,"Al Amarat, Muscat",315 Sq. M.,4
"59,000",Chalet,"Barka, Al Batinah",633 Sq. M.,2
"9,000",Residential Land,"Masira, Al Sharqiya",600 Sq. M.,not available
"22,222",Residential Land,"Saham, Al Batinah",650 Sq. M.,not available
"7,500",Residential Land,"Suwaiq, Al Batinah","1,200 Sq. M.",not available
"93,000",Villa,"Al Maabilah, Muscat",365 Sq. M.,5
"18,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"60,000",Residential Land,"Al Maabilah, Muscat",600 Sq. M.,not available
"70,000",Residential Land,"Sur, Al Sharqiya",900 Sq. M.,not available
"95,000",Residential Land,"Qurayyat, Muscat","10,583 Sq. M.",not available
"14,000",Residential Land,"Sumail, Al Dakhiliya",750 Sq. M.,not available
"115,000",Residential Land,"Al Maabilah, Muscat",400 Sq. M.,not available
"37,000",Residential Land,"Al Masn'a, Al Batinah","1,000 Sq. M.",not available
"46,000",Residential Land,"Al Amarat, Muscat",612 Sq. M.,not available
"9,000",Apartment,"Al Seeb, Muscat",48 Sq. M.,1
"23,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"22,000",Apartment,"Al Maabilah, Muscat",94 Sq. M.,3
"82,000",Apartment,"Salalah, Dhofar",81 Sq. M.,2
"24,000",Apartment,"Al Duqum, Al Wusta",40 Sq. M.,1
"93,000",Residential Land,"Al Rusayl, Muscat","95,000 Sq. M.",not available
"1,600",Residential Land,"Al Mazyona, Dhofar","1,000 Sq. M.",not available
"95,000",Residential Land,"Al Rusayl, Muscat","1,100 Sq. M.",not available
"52,000",Villa,"Barka, Al Batinah",254 Sq. M.,4
"31,599",Apartment,"Ansab, Muscat",91 Sq. M.,3
"11,500",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"47,500",Apartment,"Bosher, Muscat",123 Sq. M.,2
"14,300",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
100,Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"35,000",Apartment,"Al Maabilah, Muscat",118 Sq. M.,3
"6,600",Residential Land,"Bahla, Al Dakhiliya",719 Sq. M.,not available
"7,200",Residential Land,"Bahla, Al Dakhiliya",668 Sq. M.,not available
"54,000",Villa,"Barka, Al Batinah",327 Sq. M.,5
"45,000",Villa,"Barka, Al Batinah",600 Sq. M.,4
"90,000",Villa,"Al Amarat, Muscat",520 Sq. M.,5
"215,000",Apartment,"The Wave (Almouj), Muscat",157 Sq. M.,2
"6,000",Residential Land,"Saham, Al Batinah",705 Sq. M.,not available
"11,500",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"50,000",Residential Land,"Hamra, Al Dakhiliya",600 Sq. M.,not available
"140,000",Villa,"Al Mawaleh, Muscat",10 Sq. M.,7
"28,000",Residential Land,"Al Masn'a, Al Batinah","1,000 Sq. M.",not available
"110,000",Apartment,"The Wave (Almouj), Muscat",130 Sq. M.,2
"450,000",Residential Land,"Al Seeb, Muscat","1,488 Sq. M.",not available
"44,000",Residential Land,"Al Seeb, Muscat",600 Sq. M.,not available
"9,200",Residential Land,"Al Buraimi, Al Buraimi",767 Sq. M.,not available
"12,200",Residential Land,"Al Buraimi, Al Buraimi",851 Sq. M.,not available
"10,900",Residential Land,"Sohar, Al Batinah","1,200 Sq. M.",not available
"6,000",Residential Land,"Ibra, Al Sharqiya",600 Sq. M.,not available
100,Residential Land,"Barka, Al Batinah","1,000 Sq. M.",not available
"4,500",Residential Land,"Ibri, Al Dhahirah",630 Sq. M.,not available
"6,600",Residential Land,"Nizwa, Al Dakhiliya",662 Sq. M.,not available
"9,000",Residential Land,"Bidbid, Al Dakhiliya",643 Sq. M.,not available
"10,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"355,000",Villa,"The Wave (Almouj), Muscat",465 Sq. M.,4
"13,500",Residential Land,"Sohar, Al Batinah",600 Sq. M.,not available
"53,000",Residential Land,"Al Maabilah, Muscat",615 Sq. M.,not available
"30,000",Residential Land,"Ja'alan Bani Bu Ali, Al Sharqiya",200 Sq. M.,not available
"30,000",Residential Land,"Salalah, Dhofar",600 Sq. M.,not available
"145,000",Villa,"Al Mawaleh, Muscat",601 Sq. M.,5
"35,000",Residential Land,"Al Amarat, Muscat",400 Sq. M.,not available
"60,000",Residential Land,"Bosher, Muscat",600 Sq. M.,not available
"6,500",Residential Land,"Sur, Al Sharqiya",600 Sq. M.,not available
"60,000",Residential Land,"Adam, Al Dakhiliya","1,925 Sq. M.",not available
"14,000",Residential Land,"Barka, Al Batinah",611 Sq. M.,not available
"45,000",Apartment,"Al Amarat, Muscat",108 Sq. M.,2
"460,000",Villa,"The Wave (Almouj), Muscat",600 Sq. M.,6
"70,000",Villa,"Al Amarat, Muscat",600 Sq. M.,3
"62,000",Residential Land,"Barka, Al Batinah","1,200 Sq. M.",not available
"25,000",Villa,"Al Mudaibi, Al Sharqiya",250 Sq. M.,3
"60,000",Apartment,"Bosher, Muscat",105 Sq. M.,2
"95,000",Apartment,"The Wave (Almouj), Muscat",88 Sq. M.,1
"30,000",Apartment,"Al Maabilah, Muscat",104 Sq. M.,2
"121,000",Residential Land,"Bosher, Muscat","1,320 Sq. M.",not available
"60,000",Villa,"Ruwi, Muscat",219 Sq. M.,6
"52,000",Villa,"Barka, Al Batinah",254 Sq. M.,4
"73,000",Residential Land,"Qurayyat, Muscat","1,885 Sq. M.",not available
"26,500",Apartment,"Al Seeb, Muscat",86 Sq. M.,2
"45,000",Apartment,"Al Ghubrah, Muscat",110 Sq. M.,2
"25,000",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"67,000",Residential Land,"Al Seeb, Muscat",673 Sq. M.,not available
"150,000",Residential Land,"Qurayyat, Muscat","1,500 Sq. M.",not available
"17,900",Residential Land,"Al Amarat, Muscat",627 Sq. M.,not available
"20,000",Residential Land,"Ibri, Al Dhahirah",799 Sq. M.,not available
"130,000",Residential Land,"Al Maabilah, Muscat","1,000 Sq. M.",not available
"69,000",Villa,"Al Mawaleh, Muscat",300 Sq. M.,4
"75,000",Residential Land,"Al Khoud, Muscat",500 Sq. M.,not available
"88,500",Villa,"Al Seeb, Muscat",287 Sq. M.,4
"38,000",Apartment,"Al Khoud, Muscat",89 Sq. M.,2
"13,000",Residential Land,"Saham, Al Batinah",634 Sq. M.,not available
"110,000",Villa,"Muscat - Other, Muscat",272 Sq. M.,8
"430,000",Residential Land,"Qurayyat, Muscat","8,000 Sq. M.",not available
"5,000",Residential Land,"Nizwa, Al Dakhiliya",660 Sq. M.,not available
"98,000",Residential Land,"Al Khoud, Muscat",600 Sq. M.,not available
"4,200",Residential Land,"Al Rustaq, Al Batinah",628 Sq. M.,not available
"28,000",Residential Land,"Al Jazur, Al Wusta",600 Sq. M.,not available
"90,000",Residential Land,"Bosher, Muscat",600 Sq. M.,not available
"56,000",Apartment,"Madinat As Sultan Qaboos, Muscat",100 Sq. M.,1
"23,500",Residential Land,"Qurayyat, Muscat",606 Sq. M.,not available
"35,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"6,000",Residential Land,"Al Khaboura, Al Batinah",634 Sq. M.,not available
"16,000",Apartment,"Al Amarat, Muscat",149 Sq. M.,3
"25,000",Residential Land,"Wadi Al Ma'awal, Al Batinah",507 Sq. M.,not available
"50,000",Residential Land,"Barka, Al Batinah","1,592 Sq. M.",not available
"20,000",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"15,000",Residential Land,"Al Amarat, Muscat",667 Sq. M.,not available
"220,000",Residential Land,"Darsait, Muscat",600 Sq. M.,not available
"24,500",Residential Land,"Barka, Al Batinah",602 Sq. M.,not available
"11,000",Residential Land,"Saham, Al Batinah",660 Sq. M.,not available
786,Residential Land,"Al Khuwair, Muscat",786 Sq. M.,not available
"1,000,000",Villa,"The Wave (Almouj), Muscat",600 Sq. M.,4
"135,000",Residential Land,"Muscat - Other, Muscat","7,517 Sq. M.",not available
"15,000",Residential Land,"Al Amarat, Muscat",642 Sq. M.,not available
"22,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"45,000",Apartment,"Qurum, Muscat",75 Sq. M.,1
500,Residential Land,"Al Khoud, Muscat","5,000 Sq. M.",not available
"90,000",Residential Land,"Barka, Al Batinah",994 Sq. M.,not available
"18,500",Residential Land,"Barka, Al Batinah",687 Sq. M.,not available
"195,000",Residential Land,"Barka, Al Batinah","15,812 Sq. M.",not available
"320,000",Residential Land,"Misfah, Muscat","6,800 Sq. M.",not available
"400,000",Residential Land,"Suwaiq, Al Batinah","41,074 Sq. M.",not available
"28,000",Residential Land,"Barka, Al Batinah",765 Sq. M.,not available
"40,000",Residential Land,"Al Mudaibi, Al Sharqiya",414 Sq. M.,not available
100,Residential Land,"Al Seeb, Muscat",100 Sq. M.,not available
"23,000",Residential Land,"Hamra, Al Dakhiliya",648 Sq. M.,not available
"6,500",Residential Land,"Ibri, Al Dhahirah",840 Sq. M.,not available
"75,000",Villa,"Al Seeb, Muscat",221 Sq. M.,3
"59,000",Residential Land,"Nizwa, Al Dakhiliya",531 Sq. M.,not available
"6,500",Residential Land,"Ibri, Al Dhahirah",700 Sq. M.,not available
"1,000",Villa,"Haima, Al Wusta","1,000 Sq. M.",4
600,Apartment,"Mahut, Al Wusta",10 Sq. M.,1
"5,800",Residential Land,"Nizwa, Al Dakhiliya",600 Sq. M.,not available
"491,410",Villa,"Yiti, Muscat",384 Sq. M.,4
"7,000",Residential Land,"Al Amarat, Muscat",645 Sq. M.,not available
