prop_price,prop_title,prop_location,prop_size,number_room
"67,000",Villa,"Al Amarat, Muscat",321 Sq. M.,6
"77,000",Villa,"Al Seeb, Muscat",343 Sq. M.,4
"30,000",Apartment,"Al Maabilah, Muscat",101 Sq. M.,2
"97,000",Residential Land,"Al Amarat, Muscat",500 Sq. M.,not available
"77,210",Apartment,"Muscat Hills, Muscat",132 Sq. M.,2
"63,210",Apartment,"Muscat Hills, Muscat",100 Sq. M.,1
"15,500",Residential Land,"Barka, Al Batinah",702 Sq. M.,not available
"57,000",Villa,"Al Amarat, Muscat",300 Sq. M.,4
"12,000",Residential Land,"Ibra, Al Sharqiya","1,300 Sq. M.",not available
"160,000",Apartment,"The Wave (Almouj), Muscat",162 Sq. M.,2
"1,200,000",Villa,"Bosher, Muscat",774 Sq. M.,7
"79,000",Chalet,"Mirbat, Dhofar",300 Sq. M.,3
"33,250",Apartment,"Al Seeb, Muscat",50 Sq. M.,not available
"24,000",Residential Land,"Al Amarat, Muscat",900 Sq. M.,not available
"26,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"517,000",Villa,"The Wave (Almouj), Muscat",540 Sq. M.,5
"111,700",Villa,"Sultan Haitham City, Muscat",147 Sq. M.,3
"20,400",Apartment,"Al Hail, Muscat",48 Sq. M.,not available
"33,500",Apartment,"Salalah, Dhofar",143 Sq. M.,1
"115,000",Residential Land,"Al Mawaleh, Muscat",600 Sq. M.,not available
"7,500",Residential Land,"Izki, Al Dakhiliya",600 Sq. M.,not available
"66,000",Villa,"Al Maabilah, Muscat",509 Sq. M.,3
"200,000",Villa,"The Wave (Almouj), Muscat",192 Sq. M.,3
"46,000",Apartment,"Bosher, Muscat",81 Sq. M.,2
"2,150,000",Residential Land,"Al Rusayl, Muscat","13,422 Sq. M.",not available
"485,000",Villa,"The Wave (Almouj), Muscat",545 Sq. M.,6
"220,000",Apartment,"Qantab, Muscat",200 Sq. M.,2
"400,000",Villa,"The Wave (Almouj), Muscat",525 Sq. M.,4
"125,000",Apartment,"The Wave (Almouj), Muscat",83 Sq. M.,1
"42,000",Residential Land,"Barka, Al Batinah","3,137 Sq. M.",not available
"47,000",Apartment,"Sohar, Al Batinah",110 Sq. M.,2
"340,000",Villa,"Al Maabilah, Muscat",380 Sq. M.,4
"14,500",Residential Land,"Al Amarat, Muscat",687 Sq. M.,not available
"48,000",Residential Land,"Al Masn'a, Al Batinah","1,250 Sq. M.",not available
"295,000",Apartment,"The Wave (Almouj), Muscat",265 Sq. M.,3
"9,250",Residential Land,"Barka, Al Batinah",766 Sq. M.,not available
"45,900",Apartment,"Al Khuwair, Muscat",86 Sq. M.,1
"345,000",Villa,"The Wave (Almouj), Muscat",490 Sq. M.,4
"88,000",Apartment,"The Wave (Almouj), Muscat",83 Sq. M.,1
"160,000",Apartment,"The Wave (Almouj), Muscat",142 Sq. M.,2
"6,000",Residential Land,"Izki, Al Dakhiliya",621 Sq. M.,not available
"5,300",Residential Land,"Izki, Al Dakhiliya",600 Sq. M.,not available
"10,000",Residential Land,"Al 'Awabi, Al Batinah",617 Sq. M.,not available
"100,000",Residential Land,"Al Khuwair, Muscat",400 Sq. M.,not available
"17,000",Residential Land,"Saham, Al Batinah","1,234 Sq. M.",not available
"81,000",Villa,"Al Amarat, Muscat",369 Sq. M.,6
"90,000",Apartment,"Yiti, Muscat",80 Sq. M.,1
"55,000",Residential Land,"Barka, Al Batinah",330 Sq. M.,not available
"31,500",Apartment,"Darsait, Muscat",76 Sq. M.,2
"550,000",Villa,"Muscat Hills, Muscat","1,350 Sq. M.",5
"53,999",Apartment,"Taqah, Dhofar",65 Sq. M.,1
"60,000",Apartment,"Al Khoud, Muscat",126 Sq. M.,3
"39,900",Apartment,"Al Khoud, Muscat",47 Sq. M.,1
"39,900",Apartment,"Al Khoud, Muscat",45 Sq. M.,not available
"39,000",Villa,"Sohar, Al Batinah",180 Sq. M.,3
"28,000",Residential Land,"Ibra, Al Sharqiya",920 Sq. M.,not available
"28,000",Apartment,"Ansab, Muscat",92 Sq. M.,2
"6,700",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"7,000",Residential Land,"Al Khaboura, Al Batinah",651 Sq. M.,not available
"54,000",Villa,"Barka, Al Batinah",330 Sq. M.,4
"260,000",Villa,"Muscat Hills, Muscat",309 Sq. M.,4
"355,000",Villa,"The Wave (Almouj), Muscat",543 Sq. M.,4
"30,000",Residential Land,"Al Amarat, Muscat",768 Sq. M.,not available
"515,000",Residential Land,"Madinat As Sultan Qaboos, Muscat","1,912 Sq. M.",not available
"80,000",Villa,"Al Maabilah, Muscat",315 Sq. M.,5
"1,025,000",Villa,"Qantab, Muscat",646 Sq. M.,5
"13,500",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"135,000",Apartment,"The Wave (Almouj), Muscat",144 Sq. M.,2
"37,000",Villa,"Al Amarat, Muscat",300 Sq. M.,3
"110,500",Apartment,"Al Maabilah, Muscat",170 Sq. M.,2
"48,000",Apartment,"Al Khuwair, Muscat",86 Sq. M.,1
"750,000",Villa,"Madinat As Sultan Qaboos, Muscat","1,800 Sq. M.",6
"33,000",Residential Land,"Dima and Al Taaiyin, Al Sharqiya","2,000 Sq. M.",not available
"22,000",Villa,"Suwaiq, Al Batinah",119 Sq. M.,3
"121,200",Villa,"Al Maabilah, Muscat",205 Sq. M.,3
"5,500",Residential Land,"Al Buraimi, Al Buraimi",664 Sq. M.,not available
"92,100",Apartment,"Muscat Hills, Muscat",126 Sq. M.,2
"94,860",Apartment,"Muscat Hills, Muscat",126 Sq. M.,2
"77,802",Apartment,"Muscat Hills, Muscat",119 Sq. M.,2
"75,246",Apartment,"Muscat Hills, Muscat",104 Sq. M.,2
"450,000",Villa,"The Wave (Almouj), Muscat",630 Sq. M.,4
"247,000",Villa,"Al Maabilah, Muscat",456 Sq. M.,4
"169,000",Villa,"Al Maabilah, Muscat",210 Sq. M.,3
"950,000",Villa,"Qantab, Muscat",646 Sq. M.,5
"120,987",Apartment,"Al Maabilah, Muscat",193 Sq. M.,3
"185,000",Apartment,"The Wave (Almouj), Muscat",167 Sq. M.,2
"560,000",Villa,"Barr Al Jissah, Muscat",999 Sq. M.,5
"64,000",Apartment,"Yiti, Muscat",52 Sq. M.,not available
"38,000",Apartment,"Bosher, Muscat",72 Sq. M.,2
"126,750",Apartment,"Al Maabilah, Muscat",195 Sq. M.,3
"120,000",Villa,"Al Amarat, Muscat",600 Sq. M.,3
"465,000",Villa,"Barr Al Jissah, Muscat",768 Sq. M.,4
"100,000",Apartment,"Muscat Hills, Muscat",160 Sq. M.,2
"146,000",Villa,"Al Mawaleh, Muscat",600 Sq. M.,6
"120,000",Residential Land,"Barka, Al Batinah","4,600 Sq. M.",not available
"79,500",Apartment,"The Wave (Almouj), Muscat",70 Sq. M.,1
"75,000",Residential Land,"Qantab, Muscat",400 Sq. M.,not available
"165,000",Villa,"Al Wadi Al Kabir, Muscat",601 Sq. M.,9
"85,000",Apartment,"The Wave (Almouj), Muscat",96 Sq. M.,1
"125,000",Villa,"Al Khuwair, Muscat",450 Sq. M.,8
"59,000",Villa,"Al Khoud, Muscat",404 Sq. M.,3
"80,000",Apartment,"Salalah, Dhofar",125 Sq. M.,2
"210,000",Chalet,"Barka, Al Batinah","4,700 Sq. M.",3
"11,500",Residential Land,"Liwa, Al Batinah",500 Sq. M.,not available
"15,000",Residential Land,"Sohar, Al Batinah","1,000 Sq. M.",not available
"25,000",Residential Land,"Al Khaboura, Al Batinah","1,200 Sq. M.",not available
"250,000",Residential Land,"Sohar, Al Batinah","1,400 Sq. M.",not available
"25,000",Apartment,"Al Amarat, Muscat",120 Sq. M.,3
"3,200",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"65,000",Villa,"Al Amarat, Muscat",305 Sq. M.,4
"44,000",Apartment,"Al Sifah, Muscat",39 Sq. M.,not available
"480,000",Villa,"The Wave (Almouj), Muscat",680 Sq. M.,5
"55,000",Villa,"Al Amarat, Muscat",287 Sq. M.,5
"46,000",Residential Land,"Nizwa, Al Dakhiliya",615 Sq. M.,not available
"120,250",Apartment,"Al Maabilah, Muscat",185 Sq. M.,3
"133,575",Apartment,"Al Maabilah, Muscat",195 Sq. M.,3
"142,000",Apartment,"The Wave (Almouj), Muscat",127 Sq. M.,2
"147,500",Apartment,"Al Sifah, Muscat",162 Sq. M.,3
"39,000",Residential Land,"Sohar, Al Batinah","1,200 Sq. M.",not available
"39,000",Villa,"Al Seeb, Muscat",411 Sq. M.,8
"50,730",Apartment,"Al Maabilah, Muscat",75 Sq. M.,1
"97,030",Apartment,"Al Maabilah, Muscat",155 Sq. M.,3
"73,000",Villa,"Al Amarat, Muscat",350 Sq. M.,5
"48,902",Apartment,"Bosher, Muscat",95 Sq. M.,2
"1,000,000",Residential Land,"Qurum, Muscat","2,500 Sq. M.",not available
"158,000",Apartment,"Sultan Haitham City, Muscat",211 Sq. M.,2
"70,000",Apartment,"Sultan Haitham City, Muscat",110 Sq. M.,2
"176,000",Villa,"Sultan Haitham City, Muscat",220 Sq. M.,3
"265,000",Villa,"Al Sifah, Muscat",300 Sq. M.,2
"70,000",Apartment,"Al Ghubrah, Muscat",71 Sq. M.,1
"12,000",Residential Land,"Ibra, Al Sharqiya","3,058 Sq. M.",not available
"240,000",Apartment,"The Wave (Almouj), Muscat",126 Sq. M.,2
"128,700",Apartment,"Al Maabilah, Muscat",195 Sq. M.,3
"18,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"265,000",Villa,"Al Sifah, Muscat",300 Sq. M.,3
"71,582",Apartment,"Al Maabilah, Muscat",110 Sq. M.,2
"100,000",Villa,"Al Khuwair, Muscat",196 Sq. M.,4
"320,000",Villa,"The Wave (Almouj), Muscat",325 Sq. M.,4
"90,000",Villa,"Al Seeb, Muscat",245 Sq. M.,3
"100,000",Apartment,"Al Ghubrah, Muscat",106 Sq. M.,2
"265,000",Villa,"Madinat As Sultan Qaboos, Muscat",387 Sq. M.,4
"253,000",Villa,"Muscat Hills, Muscat",365 Sq. M.,5
"55,000",Residential Land,"Al Amarat, Muscat",674 Sq. M.,not available
"15,000",Residential Land,"Qurayyat, Muscat",600 Sq. M.,not available
"716,030",Apartment,"Yiti, Muscat",215 Sq. M.,3
"120,923",Apartment,"Qurum, Muscat",172 Sq. M.,3
"3,000",Residential Land,"Al Mudaibi, Al Sharqiya",600 Sq. M.,not available
"445,000",Villa,"Muscat Hills, Muscat","1,645 Sq. M.",9
"44,000",Apartment,"Al Sifah, Muscat",38 Sq. M.,not available
"58,500",Apartment,"Salalah, Dhofar",110 Sq. M.,2
"225,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"22,500",Apartment,"Al Maabilah, Muscat",100 Sq. M.,1
"1,002",Villa,"Mutrah, Muscat",100 Sq. M.,1
"63,000",Villa,"Al Amarat, Muscat",311 Sq. M.,5
"22,400",Residential Land,"Nizwa, Al Dakhiliya",796 Sq. M.,not available
"105,000",Residential Land,"Al Mawaleh, Muscat",680 Sq. M.,not available
"20,000",Residential Land,"Suwaiq, Al Batinah",644 Sq. M.,not available
"110,000",Apartment,"Sultan Haitham City, Muscat",169 Sq. M.,3
"49,000",Apartment,"Qurum, Muscat",68 Sq. M.,1
"74,000",Villa,"Al Bustan, Muscat",230 Sq. M.,4
"5,800",Residential Land,"Al Rustaq, Al Batinah",690 Sq. M.,not available
"405,000",Apartment,"Qurum, Muscat",131 Sq. M.,2
"47,300",Apartment,"Al Khoud, Muscat",56 Sq. M.,1
"50,000",Apartment,"Al Seeb, Muscat",75 Sq. M.,1
"100,000",Residential Land,"Al Seeb, Muscat","1,313 Sq. M.",not available
"205,000",Villa,"Al Amarat, Muscat",520 Sq. M.,6
"22,500",Apartment,"Salalah, Dhofar",75 Sq. M.,2
"203,000",Apartment,"The Wave (Almouj), Muscat",177 Sq. M.,2
"49,000",Residential Land,"Al Maabilah, Muscat",600 Sq. M.,not available
"57,500",Apartment,"Al Sifah, Muscat",54 Sq. M.,1
"115,000",Apartment,"The Wave (Almouj), Muscat",109 Sq. M.,1
"127,931",Apartment,"Yiti, Muscat",118 Sq. M.,2
"380,000",Villa,"The Wave (Almouj), Muscat",383 Sq. M.,5
"37,000",Apartment,"Bosher, Muscat",122 Sq. M.,2
"6,000",Residential Land,"Al Jazur, Al Wusta",300 Sq. M.,not available
"103,000",Residential Land,"Al Mawaleh, Muscat",680 Sq. M.,not available
"40,000",Apartment,"Al Khoud, Muscat",38 Sq. M.,1
"37,200",Apartment,"Al Maabilah, Muscat",50 Sq. M.,1
"33,000",Residential Land,"Al Amarat, Muscat",345 Sq. M.,not available
"345,000",Villa,"Bosher, Muscat",550 Sq. M.,7
"149,000",Villa,"The Wave (Almouj), Muscat",188 Sq. M.,1
"72,000",Villa,"Barka, Al Batinah",600 Sq. M.,5
"269,290",Villa,"Yiti, Muscat",209 Sq. M.,3
"149,044",Apartment,"Qurum, Muscat",212 Sq. M.,4
"240,000",Apartment,"Muscat Hills, Muscat",407 Sq. M.,4
"120,000",Apartment,"The Wave (Almouj), Muscat",112 Sq. M.,2
"1,600,000",Villa,"The Wave (Almouj), Muscat",907 Sq. M.,6
"21,000",Residential Land,"Al Maabilah, Muscat",300 Sq. M.,not available
"499,000",Villa,"The Wave (Almouj), Muscat",427 Sq. M.,5
"68,000",Villa,"Barka, Al Batinah",600 Sq. M.,5
"100,000",Villa,"Al Maabilah, Muscat",300 Sq. M.,5
"233,300",Villa,"Sultan Haitham City, Muscat",400 Sq. M.,4
"41,900",Apartment,"Bosher, Muscat",78 Sq. M.,1
"28,000",Residential Land,"Sumail, Al Dakhiliya",300 Sq. M.,not available
"350,000",Residential Land,"Al Seeb, Muscat",900 Sq. M.,not available
"250,000",Villa,"Ansab, Muscat",600 Sq. M.,6
"260,000",Villa,"Al Maabilah, Muscat",656 Sq. M.,7
"29,000",Apartment,"Bosher, Muscat",67 Sq. M.,1
"141,780",Apartment,"Yiti, Muscat",89 Sq. M.,2
"85,034",Apartment,"Yiti, Muscat",79 Sq. M.,1
"58,500",Apartment,"Bosher, Muscat",111 Sq. M.,2
"47,500",Apartment,"Bosher, Muscat",89 Sq. M.,1
"63,800",Apartment,"Muscat Hills, Muscat",100 Sq. M.,1
"73,000",Apartment,"Muscat Hills, Muscat",105 Sq. M.,2
"1,600,000",Villa,"The Wave (Almouj), Muscat",900 Sq. M.,6
"144,900",Apartment,"The Wave (Almouj), Muscat",187 Sq. M.,1
"567,000",Villa,"The Wave (Almouj), Muscat",314 Sq. M.,4
"155,000",Apartment,"The Wave (Almouj), Muscat",80 Sq. M.,1
"257,655",Apartment,"Yiti, Muscat",169 Sq. M.,3
950,Residential Land,"Azaiba, Muscat","20,544 Sq. M.",not available
"5,900",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"101,000",Apartment,"The Wave (Almouj), Muscat",97 Sq. M.,1
"435,000",Villa,"The Wave (Almouj), Muscat",457 Sq. M.,5
"36,000",Chalet,"Bidiya, Al Sharqiya",650 Sq. M.,3
"7,000",Residential Land,"Mirbat, Dhofar",600 Sq. M.,not available
"4,000",Residential Land,"Sumail, Al Dakhiliya",696 Sq. M.,not available
"75,100",Residential Land,"Barka, Al Batinah","1,000 Sq. M.",not available
"40,000",Residential Land,"Ansab, Muscat",300 Sq. M.,not available
"75,000",Residential Land,"Al Rusayl, Muscat","1,100 Sq. M.",not available
"28,500",Apartment,"Bosher, Muscat",50 Sq. M.,1
"190,000",Apartment,"The Wave (Almouj), Muscat",156 Sq. M.,2
"10,000",Chalet,"Barka, Al Batinah",611 Sq. M.,1
"650,000",Villa,"Yiti, Muscat",382 Sq. M.,5
"200,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"195,000",Chalet,"Al Sifah, Muscat",820 Sq. M.,3
"64,977",Apartment,"Qurum, Muscat",89 Sq. M.,2
"34,000",Apartment,"Al Bustan, Muscat",100 Sq. M.,3
"350,000",Villa,"Barka, Al Batinah","6,750 Sq. M.",5
"25,000",Apartment,"Al Duqum, Al Wusta",59 Sq. M.,1
"2,000",Residential Land,"Mahut, Al Wusta",600 Sq. M.,not available
"91,000",Residential Land,"Al Khoud, Muscat",600 Sq. M.,not available
"265,000",Villa,"Al Sifah, Muscat",300 Sq. M.,2
"38,900",Apartment,"Al Khoud, Muscat",76 Sq. M.,2
"54,000",Apartment,"Bosher, Muscat",109 Sq. M.,2
"96,476",Apartment,"Al Khoud, Muscat",112 Sq. M.,2
"84,000",Apartment,"Muscat Hills, Muscat",138 Sq. M.,2
"65,000",Apartment,"Muscat Hills, Muscat",70 Sq. M.,1
"300,000",Villa,"The Wave (Almouj), Muscat",259 Sq. M.,3
"3,500",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"380,000",Residential Land,"Bosher, Muscat","1,429 Sq. M.",not available
"90,000",Residential Land,"Al Mawaleh, Muscat",600 Sq. M.,not available
"183,492",Villa,"Al Sifah, Muscat",183 Sq. M.,5
"26,000",Apartment,"Al Maabilah, Muscat",100 Sq. M.,2
"26,000",Apartment,"Al Maabilah, Muscat",100 Sq. M.,2
"67,200",Apartment,"Muscat Hills, Muscat",71 Sq. M.,1
"85,000",Villa,"Al Wadi Al Kabir, Muscat",463 Sq. M.,8
"69,000",Villa,"Al Maabilah, Muscat",287 Sq. M.,6
"13,000",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"41,000",Apartment,"Al Khuwair, Muscat",91 Sq. M.,2
"20,000",Residential Land,"Barka, Al Batinah",615 Sq. M.,not available
"380,000",Residential Land,"Sohar, Al Batinah","2,500 Sq. M.",not available
"130,000",Villa,"Al Khoud, Muscat",450 Sq. M.,9
"52,000",Apartment,"Al Ghubrah, Muscat",94 Sq. M.,2
"38,500",Residential Land,"Al Maabilah, Muscat",600 Sq. M.,not available
"72,223",Apartment,"Al Seeb, Muscat",102 Sq. M.,1
"78,000",Villa,"Nizwa, Al Dakhiliya",500 Sq. M.,4
"85,000",Apartment,"Yiti, Muscat",72 Sq. M.,1
"34,000",Apartment,"Al Maabilah, Muscat",134 Sq. M.,3
"137,000",Apartment,"The Wave (Almouj), Muscat",126 Sq. M.,2
"66,988",Apartment,"Ghala, Muscat",167 Sq. M.,3
"50,284",Apartment,"Ghala, Muscat",125 Sq. M.,2
"108,990",Apartment,"Al Maabilah, Muscat",154 Sq. M.,3
195,Residential Land,"Bosher, Muscat",802 Sq. M.,not available
"80,000",Apartment,"Qurum, Muscat",139 Sq. M.,2
"54,000",Apartment,"Sultan Haitham City, Muscat",70 Sq. M.,1
"122,994",Apartment,"Yiti, Muscat",88 Sq. M.,2
"170,000",Apartment,"The Wave (Almouj), Muscat",60 Sq. M.,2
"450,000",Villa,"The Wave (Almouj), Muscat",630 Sq. M.,4
"227,100",Villa,"Al Maabilah, Muscat",412 Sq. M.,5
"110,000",Chalet,"Barka, Al Batinah","1,890 Sq. M.",4
"210,000",Villa,"Al Sifah, Muscat","1,080 Sq. M.",3
"85,000",Apartment,"Al Sifah, Muscat",105 Sq. M.,2
"250,000",Residential Land,"Qurayyat, Muscat","2,500 Sq. M.",not available
"47,000",Apartment,"Salalah, Dhofar",38 Sq. M.,1
"4,600",Residential Land,"Al Qabil, Al Sharqiya",670 Sq. M.,not available
"54,000",Residential Land,"Bosher, Muscat",382 Sq. M.,not available
"89,000",Villa,"Al Maabilah, Muscat",388 Sq. M.,8
"2,500",Residential Land,"Sohar, Al Batinah",600 Sq. M.,not available
"277,000",Villa,"Yiti, Muscat",285 Sq. M.,4
"140,000",Villa,"Al Ghubrah, Muscat",341 Sq. M.,4
"115,000",Apartment,"The Wave (Almouj), Muscat",144 Sq. M.,2
"500,000",Residential Land,"Bidiya, Al Sharqiya","1,572 Sq. M.",not available
"29,000",Apartment,"Al Maabilah, Muscat",141 Sq. M.,3
"145,000",Villa,"Ansab, Muscat",350 Sq. M.,4
"8,900",Residential Land,"Nizwa, Al Dakhiliya",630 Sq. M.,not available
"66,000",Villa,"Al Amarat, Muscat",344 Sq. M.,8
"61,000",Residential Land,"Al Amarat, Muscat",200 Sq. M.,not available
"6,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"180,000",Apartment,"Barr Al Jissah, Muscat",200 Sq. M.,2
"185,000",Apartment,"Barr Al Jissah, Muscat",200 Sq. M.,2
"85,000",Apartment,"Yiti, Muscat","86,500 Sq. M.",1
"65,000",Apartment,"Muscat Hills, Muscat",79 Sq. M.,1
"7,500",Residential Land,"Al Kamil and Al Waafi, Al Sharqiya",600 Sq. M.,not available
"125,000",Apartment,"The Wave (Almouj), Muscat",120 Sq. M.,1
"21,800",Residential Land,"Salalah, Dhofar",600 Sq. M.,not available
"258,000",Villa,"Bosher, Muscat",527 Sq. M.,6
"68,000",Apartment,"Muscat Hills, Muscat",91 Sq. M.,1
"41,000",Villa,"Al Amarat, Muscat",600 Sq. M.,2
"6,200",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"85,000",Villa,"Al Sifah, Muscat",77 Sq. M.,1
"111,700",Villa,"Al Maabilah, Muscat",194 Sq. M.,3
"5,700",Residential Land,"Nakhl, Al Batinah",610 Sq. M.,not available
"1,000",Villa,"Al Maabilah, Muscat",300 Sq. M.,6
"10,500",Apartment,"Muscat - Other, Muscat",48 Sq. M.,not available
"47,000",Apartment,"Al Khoud, Muscat",65 Sq. M.,1
"525,000",Villa,"The Wave (Almouj), Muscat",534 Sq. M.,5
"215,000",Apartment,"The Wave (Almouj), Muscat",131 Sq. M.,2
"95,000",Apartment,"Muscat Hills, Muscat",109 Sq. M.,2
"96,491",Apartment,"Al Sifah, Muscat",85 Sq. M.,2
"65,000",Villa,"Salalah, Dhofar",330 Sq. M.,5
"234,031",Villa,"Yiti, Muscat",160 Sq. M.,3
"155,338",Villa,"Salalah, Dhofar",110 Sq. M.,2
"13,000",Residential Land,"Liwa, Al Batinah",521 Sq. M.,not available
"55,000",Apartment,"Al Sifah, Muscat",77 Sq. M.,1
"220,000",Villa,"Al Khoud, Muscat",625 Sq. M.,7
"470,000",Villa,"The Wave (Almouj), Muscat",588 Sq. M.,6
"45,500",Villa,"Izki, Al Dakhiliya",175 Sq. M.,3
"103,574",Apartment,"Qurum, Muscat",133 Sq. M.,3
"279,000",Residential Land,"Qurum, Muscat","1,602 Sq. M.",not available
"41,000",Apartment,"Bosher, Muscat",89 Sq. M.,2
"80,000",Villa,"Al Maabilah, Muscat",440 Sq. M.,6
"27,000",Villa,"Suwaiq, Al Batinah",600 Sq. M.,4
"325,000",Villa,"Muscat Hills, Muscat",689 Sq. M.,4
"169,500",Villa,"Qantab, Muscat",125 Sq. M.,3
"23,500",Residential Land,"Al Seeb, Muscat",300 Sq. M.,not available
"10,000",Residential Land,"Al Amarat, Muscat",707 Sq. M.,not available
"2,500,000",Residential Land,"Ghala, Muscat","20,013 Sq. M.",not available
"20,000",Residential Land,"Saham, Al Batinah",595 Sq. M.,not available
"9,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"45,000",Villa,"Barka, Al Batinah",180 Sq. M.,4
"130,000",Villa,"Al Hail, Muscat",358 Sq. M.,7
"39,000",Chalet,"Sumail, Al Dakhiliya",80 Sq. M.,1
"95,000",Apartment,"Qantab, Muscat",77 Sq. M.,1
"47,000",Apartment,"Salalah, Dhofar",65 Sq. M.,1
"470,000",Villa,"Barr Al Jissah, Muscat",422 Sq. M.,5
"400,000",Residential Land,"Al Khuwair, Muscat",800 Sq. M.,not available
"83,852",Apartment,"Yiti, Muscat",58 Sq. M.,1
"110,000",Villa,"Al Ghubrah, Muscat",280 Sq. M.,5
"100,000",Apartment,"Al Seeb, Muscat",172 Sq. M.,2
"42,000",Apartment,"Al Amarat, Muscat",107 Sq. M.,3
"90,000",Villa,"Al Maabilah, Muscat",450 Sq. M.,6
"165,000",Villa,"Azaiba, Muscat",400 Sq. M.,6
"32,000",Apartment,"Al Maabilah, Muscat",123 Sq. M.,2
"59,000",Apartment,"Al Sifah, Muscat",86 Sq. M.,1
"292,200",Villa,"Al Seeb, Muscat",500 Sq. M.,5
"5,500",Residential Land,"Masira, Al Sharqiya",600 Sq. M.,not available
"94,570",Apartment,"Yiti, Muscat",59 Sq. M.,1
"200,000",Villa,"Qurum, Muscat",320 Sq. M.,4
"30,000",Residential Land,"Masira, Al Sharqiya",989 Sq. M.,not available
"51,000",Residential Land,"Al Seeb, Muscat",600 Sq. M.,not available
"11,500",Residential Land,"Al Masn'a, Al Batinah",600 Sq. M.,not available
"58,000",Villa,"Al Maabilah, Muscat",300 Sq. M.,4
"90,000",Villa,"Misfah, Muscat",294 Sq. M.,4
"102,030",Apartment,"Yiti, Muscat",69 Sq. M.,1
"180,000",Apartment,"Yiti, Muscat",109 Sq. M.,2
"491,410",Villa,"Yiti, Muscat",384 Sq. M.,4
"162,732",Villa,"Al Sifah, Muscat",157 Sq. M.,2
"162,732",Villa,"Al Sifah, Muscat",175 Sq. M.,2
"183,492",Villa,"Al Sifah, Muscat",183 Sq. M.,3
"94,000",Villa,"Muscat - Other, Muscat",440 Sq. M.,5
"535,000",Residential Land,"Madinat As Sultan Qaboos, Muscat","1,765 Sq. M.",not available
"179,500",Apartment,"The Wave (Almouj), Muscat",133 Sq. M.,2
"127,000",Villa,"Azaiba, Muscat",284 Sq. M.,4
"385,000",Villa,"Qantab, Muscat",769 Sq. M.,3
"600,000",Villa,"The Wave (Almouj), Muscat",547 Sq. M.,5
"5,000",Residential Land,"Al Duqum, Al Wusta",647 Sq. M.,not available
"50,000",Residential Land,"Saham, Al Batinah","1,488 Sq. M.",not available
"356,000",Villa,"The Wave (Almouj), Muscat",413 Sq. M.,3
"150,000",Apartment,"Al Sifah, Muscat",126 Sq. M.,2
"30,000",Residential Land,"Al Qabil, Al Sharqiya",594 Sq. M.,not available
"42,000",Residential Land,"Al Maabilah, Muscat",400 Sq. M.,not available
"65,000",Apartment,"Muscat Hills, Muscat",91 Sq. M.,1
"180,000",Villa,"Al Hail, Muscat",369 Sq. M.,7
"514,755",Villa,"Yiti, Muscat",170 Sq. M.,4
"45,000",Apartment,"Al Maabilah, Muscat",193 Sq. M.,4
"19,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"200,000",Apartment,"Qantab, Muscat",200 Sq. M.,2
"1,406,000",Villa,"The Wave (Almouj), Muscat",907 Sq. M.,6
"130,000",Residential Land,"Al Maabilah, Muscat",797 Sq. M.,not available
"10,000",Residential Land,"Barka, Al Batinah",611 Sq. M.,not available
"125,000",Apartment,"Qantab, Muscat",106 Sq. M.,2
"92,000",Villa,"Al Maabilah, Muscat",355 Sq. M.,4
"50,510",Apartment,"Sultan Haitham City, Muscat",67 Sq. M.,1
"3,000",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"415,000",Villa,"The Wave (Almouj), Muscat",600 Sq. M.,6
"95,000",Villa,"Salalah, Dhofar",600 Sq. M.,8
"39,000",Apartment,"Bosher, Muscat",888 Sq. M.,2
"95,000",Residential Land,"Al Rusayl, Muscat","1,000 Sq. M.",not available
"55,000",Apartment,"Qurum, Muscat",120 Sq. M.,3
"75,000",Apartment,"Madinat As Sultan Qaboos, Muscat",180 Sq. M.,2
"50,000",Residential Land,"Bidbid, Al Dakhiliya",400 Sq. M.,not available
"58,000",Apartment,"Al Sifah, Muscat",76 Sq. M.,1
"20,000",Residential Land,"Al Buraimi, Al Buraimi",500 Sq. M.,not available
"95,840",Apartment,"Al Maabilah, Muscat",138 Sq. M.,3
"28,000",Residential Land,"Barka, Al Batinah",300 Sq. M.,not available
"86,500",Villa,"Al Maabilah, Muscat",382 Sq. M.,8
"5,600",Residential Land,"Barka, Al Batinah",611 Sq. M.,not available
